reservation_id,customer_id,reservation_time,party_size,seating_area,special_requests,status,duration,occasion,preferred_server,table_preference
5f1d6da4-e85f-465a-8787-1f0a20de9f1d,0379138c-8b3d-4cd5-8b38-cc3049d0ede9,2025-06-15 19:30:18.725308,3,outdoor_patio,[],completed,105,regular_dining,David Wilson,4-top
8e474b30-8094-4da2-9bcf-4aac5f064ea6,d2a7dd2c-7425-4054-be33-1100042d7a21,2025-06-26 18:15:18.725394,6,main_dining,[],pending,150,special_celebration,Jennifer Martinez,6-top
0bb34d3b-3718-40ef-9e8d-9c63615168a8,86092b3f-e890-42a7-9340-6b84ab2d0f3f,2025-07-05 18:00:18.725480,4,main_dining,[],pending,120,anniversary,James Taylor,4-top
a0802f75-3e03-4e9b-a7a2-0802c893781b,07adb455-9f07-44a3-b5b0-088cc9a85dd0,2025-06-27 20:00:18.725564,3,main_dining,"['birthday celebration', 'special dietary requirements', 'wheelchair accessible']",cancelled,105,regular_dining,Lisa Anderson,booth
0b668416-8f6d-4867-a2bc-b5fa8cca4e74,758b8d9b-3c43-4c1f-a570-2fb52cfd62eb,2025-06-26 17:30:18.725654,4,main_dining,['quiet table'],pending,120,regular_dining,David Wilson,booth
712935c0-cec4-4d2f-8a82-5046e73accd6,60c08d66-778e-46af-9931-b6caece70b64,2025-07-15 16:45:18.725745,3,outdoor_patio,[],confirmed,105,business_meeting,Emily Davis,4-top
70ba5c0b-5125-4a70-a037-3451f6c238af,b9e239dc-ab19-4e57-aeb9-71a574838dd0,2025-06-15 13:45:18.725837,2,outdoor_patio,[],completed,90,special_celebration,Lisa Anderson,bar
69ffbf7d-25f3-401e-ab9f-16cc0bd11285,c920aac9-cc51-4d9b-9f76-fc7b98f2b61d,2025-07-12 11:15:18.726001,2,bar,"['booth', 'birthday celebration', 'special dietary requirements']",cancelled,90,regular_dining,Sarah Johnson,booth
5942b72d-6a5c-4956-9d2d-c1c9bdd13577,ec46506b-f38a-492d-ae00-901b728f6259,2025-07-01 16:45:18.726135,6,main_dining,[],cancelled,150,birthday,Lisa Anderson,6-top
f7b3ad24-db48-4fd8-a4b7-ad746efcfc58,4a976308-b2f3-47aa-ac35-1a9dd5b300d6,2025-06-21 21:45:18.726247,1,main_dining,[],confirmed,75,business_meeting,James Taylor,bar
fb94db9a-2cef-44ca-a3e3-313bc09fa36d,d967d87f-e6e1-4c27-b353-344cbe0887ce,2025-06-16 13:15:18.726353,2,main_dining,[],confirmed,90,regular_dining,David Wilson,booth
9094beac-5445-4cf0-b6da-7677f5087987,0fb86f57-5627-4686-ab0e-2dc0d35e7da1,2025-06-18 17:15:18.726449,2,outdoor_patio,[],cancelled,90,anniversary,Michael Brown,2-top
942de966-e996-4ce8-9ae0-9c998f5b1afb,157d7f1f-f1c5-45bf-b1e6-3655bf0bb38c,2025-07-09 16:15:18.726542,2,bar,[],confirmed,90,birthday,David Wilson,2-top
91a28604-28b1-4123-ae41-6487a96d8889,09969796-5a31-4859-92e1-71eee490325c,2025-06-21 21:15:18.726635,3,outdoor_patio,"['window seat', 'birthday celebration']",cancelled,105,regular_dining,John Smith,booth
71bd0a0c-6efd-42bf-862f-ecf2a4ce9560,358ec40f-6865-4ae3-8c90-a8b453b86717,2025-06-16 12:30:18.726730,6,main_dining,[],confirmed,150,anniversary,Lisa Anderson,6-top
0f336424-5af7-4c3b-8ffa-9fb16ea9429b,2dd0fca1-4427-41c6-a2fa-cda273ef2527,2025-06-21 16:00:18.726820,4,outdoor_patio,[],pending,120,anniversary,Michael Brown,booth
7b694a32-cc17-44e2-9bd2-776605affb2e,85749906-8930-4ae2-b03e-0bd5771b76fc,2025-06-23 16:45:18.726911,6,main_dining,[],cancelled,150,regular_dining,James Taylor,6-top
9661714e-97c8-4f50-ac36-de0b07b87934,d2a7dd2c-7425-4054-be33-1100042d7a21,2025-07-14 18:15:18.726999,3,outdoor_patio,[],pending,105,regular_dining,David Wilson,booth
ec073024-05d4-4bc1-baec-5417bdf3e6d9,24c589d0-dfc9-4881-a5a7-908fbc7ac161,2025-06-24 21:00:18.727088,2,outdoor_patio,[],confirmed,90,regular_dining,James Taylor,2-top
8be0516c-b6f6-4d9b-9e21-644cc0a7a116,55a2b9b5-6b6d-4121-95bc-5bd89438180f,2025-07-04 21:30:18.727177,6,main_dining,"['high chair', 'wheelchair accessible', 'window seat']",confirmed,150,regular_dining,David Wilson,6-top
07b244f8-3ac3-4780-8126-cc341684e9a9,d04807ed-015d-482d-933d-9a9491805353,2025-06-29 19:45:18.727274,2,bar,[],confirmed,90,regular_dining,James Taylor,bar
ba667480-8fb2-4025-93a9-d2b9be9db34a,7dc98aad-6bb4-4996-b569-f03e981a80f8,2025-06-23 14:30:18.727367,4,outdoor_patio,[],pending,120,anniversary,Emily Davis,4-top
e99dd67f-4fe6-41d5-8f40-de7173376116,29e7e828-c1c9-48af-b695-d76708ca1e84,2025-06-17 20:15:18.727461,2,outdoor_patio,['birthday celebration'],confirmed,90,regular_dining,Lisa Anderson,booth
f89b0bc9-0ff3-46e2-8fde-00611a228a89,1a6954a8-8be4-4756-bf01-68faf212d3b7,2025-06-17 16:00:18.727554,4,main_dining,[],confirmed,120,regular_dining,Lisa Anderson,booth
73d04c2e-a00c-4ea3-8819-e4a59f66a773,15c1096f-3609-4fd2-a8c9-ff33bb057b9c,2025-07-08 11:30:18.727641,2,outdoor_patio,[],cancelled,90,anniversary,Lisa Anderson,bar
a35ce933-c3e6-4031-b7e5-bfb07650fb32,af36e940-b3cb-4030-9fd2-9796faa6a56a,2025-07-12 15:15:18.727729,1,bar,"['wheelchair accessible', 'special dietary requirements', 'birthday celebration']",cancelled,75,regular_dining,Sarah Johnson,2-top
3af5d148-90ba-4fd2-9b55-dbb2afe8d90b,fa2a506b-37c1-447d-a2a7-65e139cab51d,2025-06-26 21:15:18.727817,4,outdoor_patio,[],pending,120,business_meeting,David Wilson,booth
fcf4a887-d3c2-468d-b46d-8c6dfee4b6a0,7739499f-786a-4c41-8472-1f62468da104,2025-07-15 12:00:18.727905,4,outdoor_patio,"['booth', 'quiet table', 'high chair']",confirmed,120,regular_dining,Sarah Johnson,booth
78e3fd89-7e96-4a5d-9ffa-a59f810a7a76,20d22de1-b4d4-4016-9dd1-d823bc6f133e,2025-07-04 19:45:18.727995,2,main_dining,[],pending,90,regular_dining,Michael Brown,bar
396c5d64-1805-4fa9-b66a-94b2e89d9514,324f8014-49da-4997-8299-f85c5a6dc666,2025-07-10 19:15:18.728082,2,main_dining,"['quiet table', 'booth']",pending,90,regular_dining,James Taylor,booth
f9a2da5c-5234-4ea3-9b68-8bbd2b4ec1bd,0625aded-daa4-4fc8-aa02-ba1983810cb7,2025-07-06 12:45:18.728172,2,bar,[],pending,90,regular_dining,Michael Brown,bar
e7f299b5-6435-4008-91a7-57d81737debf,49fe7790-afdf-499a-9d3a-31ddc9ce0c41,2025-07-07 11:00:18.728261,9,private_room,[],confirmed,195,regular_dining,Emily Davis,9-top
b01ae6ea-da57-44dd-ad77-74398d3c7ee3,1e4d5e35-cc80-4921-9de2-725b7f89275d,2025-07-04 11:30:18.728347,7,private_room,[],pending,165,regular_dining,Lisa Anderson,7-top
118c4061-2775-47af-8211-9e3a1daa866d,d47e6063-d94d-42db-8d5b-92a8d10c07e6,2025-06-24 18:45:18.728436,2,main_dining,[],confirmed,90,regular_dining,Michael Brown,bar
61f8d892-2d01-441e-bd5a-fe5ab9debd68,ddf53ecd-9a8f-4a40-9217-d0706c268d12,2025-06-26 11:30:18.728521,4,outdoor_patio,[],cancelled,120,regular_dining,Sarah Johnson,4-top
4bb9a398-38e5-4e2e-9c45-a737068f62ba,e742e99e-a332-434e-bee5-5e902a924d35,2025-06-17 11:30:18.728610,2,outdoor_patio,[],cancelled,90,regular_dining,Lisa Anderson,booth
a69f40ec-40f2-4a63-9b81-128c7814c46a,f59b4431-c8d9-47c5-a4e3-ba6328080381,2025-06-22 16:15:18.728695,1,main_dining,"['booth', 'birthday celebration', 'wheelchair accessible']",cancelled,75,regular_dining,Sarah Johnson,bar
a74fa811-8263-4a7d-bfef-f7fc1f388b6c,d967d87f-e6e1-4c27-b353-344cbe0887ce,2025-07-01 19:00:18.728786,2,bar,[],pending,90,regular_dining,John Smith,booth
15b37fff-6d99-47c5-802d-5e22e4aec31e,ddf3f502-d8e6-44be-b9b2-190026658b0e,2025-07-15 20:45:18.728872,3,outdoor_patio,[],confirmed,105,regular_dining,James Taylor,4-top
6afeb05b-bcde-484d-a56f-3ac604767715,9e768cae-1ed5-412c-a214-fdf58b722956,2025-06-21 14:45:18.728962,4,outdoor_patio,[],pending,120,birthday,Jennifer Martinez,4-top
e6e2c2e0-91f6-493f-b1ec-a30f917bd90a,a6c8780c-92d1-45a3-a2b6-4997e2ccf5ef,2025-06-19 11:30:18.729046,3,main_dining,['window seat'],cancelled,105,regular_dining,Emily Davis,booth
019973c5-a80b-4c33-a6b5-d8a836628b53,31aa5405-3f78-4123-940c-835ea8d43df6,2025-07-05 12:15:18.729138,2,outdoor_patio,"['allergy considerations', 'anniversary celebration']",pending,90,business_meeting,James Taylor,booth
1a222b03-d453-4484-8020-ab0a5f2c59d3,b5503bd8-13a6-44cf-a6ec-1683ffb9754f,2025-07-06 12:00:18.729225,2,outdoor_patio,[],pending,90,regular_dining,Lisa Anderson,bar
76c8ffec-95f5-4f7d-a64c-e8b88bd13573,4d7e9887-2c4d-413c-acc8-06cba9478dd5,2025-06-26 12:00:18.729313,5,main_dining,[],pending,135,regular_dining,David Wilson,6-top
ca1cc88d-975f-4f32-8de0-b652a4fac316,47d6467a-342b-4a21-a02a-888d300cebab,2025-06-15 17:00:18.729397,2,outdoor_patio,['wheelchair accessible'],completed,90,special_celebration,Sarah Johnson,booth
0d621660-7154-4f37-8828-d5af47472509,c0a5385b-0578-47f8-ae38-e14fa6cf492c,2025-06-29 17:15:18.729491,2,bar,[],cancelled,90,regular_dining,Emily Davis,booth
1f64a758-948b-400a-b783-cf619943959a,4f440b7e-1b92-4f12-822a-295102ba5c7b,2025-06-26 15:15:18.729577,4,main_dining,[],pending,120,regular_dining,James Taylor,booth
9c67f3bf-535f-4a55-be30-57d1d84c1e4d,1a4f3d3e-be54-4bf9-88be-7bac99a295cb,2025-06-26 20:45:18.729665,3,outdoor_patio,[],confirmed,105,regular_dining,Michael Brown,booth
550180cb-2abe-4eb8-8aed-448f9f04be14,10c1d16b-61e3-4862-a624-279e797c43b3,2025-06-25 14:30:18.729749,4,main_dining,[],confirmed,120,special_celebration,Lisa Anderson,booth
aaedf67e-88b5-42e0-8207-15b410272d25,5d8a4c69-15db-4c88-bc5c-0ae629224751,2025-06-17 11:45:18.729837,6,main_dining,"['allergy considerations', 'special dietary requirements', 'booth']",confirmed,150,regular_dining,Emily Davis,6-top
e28cc4a0-6c6d-4ce9-b92a-2760ba1a9458,635cb624-d70b-4adc-9653-88d8bfb494a6,2025-06-17 20:45:18.729924,2,main_dining,[],cancelled,90,regular_dining,David Wilson,bar
49d9ddcd-834d-436e-946a-7ec352f6dbdf,2b9aaba8-e0d9-496f-914d-630ef3df40b9,2025-06-17 11:30:18.730012,2,main_dining,"['anniversary celebration', 'booth']",pending,90,regular_dining,Michael Brown,booth
bcc6f6ba-ef03-4e8d-b9cf-70547d83bfb9,a115d914-db88-413f-9c23-ab758ad83ff6,2025-06-24 14:00:18.730099,2,outdoor_patio,"['anniversary celebration', 'allergy considerations']",pending,90,birthday,Jennifer Martinez,bar
4f96baec-d860-4499-a31a-93fa213b02f1,86092b3f-e890-42a7-9340-6b84ab2d0f3f,2025-07-13 16:00:18.730190,2,outdoor_patio,[],cancelled,90,regular_dining,Jennifer Martinez,booth
69cf2f0f-c96a-463a-8e73-ef962d0d6678,31e72a15-e3ed-4d18-8dc8-ab9693f05b8d,2025-07-10 15:30:18.730275,8,private_room,[],confirmed,180,business_meeting,Jennifer Martinez,8-top
1896099a-eee1-4885-87a0-c8e746bb5cd5,07d9bc42-6603-4f53-b751-52270158e629,2025-07-08 18:45:18.730361,2,main_dining,[],confirmed,90,regular_dining,Emily Davis,bar
84a9f34f-4352-45a4-bfaf-c4d3109b2cae,b3b901ca-b18f-4065-b71c-414d4bf6b524,2025-06-22 11:00:18.730444,8,private_room,[],confirmed,180,regular_dining,John Smith,8-top
5e4294d5-ab27-4f19-a589-c435bf4bce91,fd7e02b8-3c71-4f12-8358-d94d4480b0dc,2025-06-26 13:45:18.730531,3,outdoor_patio,[],cancelled,105,anniversary,Lisa Anderson,booth
a51daf6d-2dc6-49b7-9509-d8b41e0b936a,530e2469-1f41-4408-8ede-21dfe9d3276a,2025-06-29 15:15:18.730616,2,outdoor_patio,[],confirmed,90,regular_dining,James Taylor,booth
1bc2600d-dfa0-48f2-abf1-583c8a6b3368,47b5a17a-3df7-4395-8111-fdbb2f3e1460,2025-07-14 21:15:18.730704,2,outdoor_patio,[],cancelled,90,regular_dining,Sarah Johnson,bar
45b7369d-ef48-48cd-847b-ee1019227807,e26d4bc1-2f11-46b9-8c23-7b595039c479,2025-07-06 21:00:18.730789,4,main_dining,[],confirmed,120,business_meeting,Lisa Anderson,booth
be0fc46f-dedb-46c5-9faf-fb89a55409b6,d2a7dd2c-7425-4054-be33-1100042d7a21,2025-06-22 14:30:18.730879,4,outdoor_patio,[],pending,120,regular_dining,Emily Davis,4-top
ba9903af-e602-4f8e-b227-747d69ec64b3,c9a458ca-b5dd-444b-8c45-36c33de1201b,2025-06-25 15:30:18.730962,3,main_dining,[],pending,105,anniversary,Jennifer Martinez,booth
0922c193-6acf-43b5-ad18-7bd659d488a2,e382ea02-8d1a-4f4d-8339-6bcec5211769,2025-06-26 13:00:18.731051,9,private_room,[],confirmed,195,birthday,James Taylor,9-top
b50a96e0-1af3-49ee-9795-9818e31d76f8,3d21161a-fe51-415f-a6b1-b3b63c917d31,2025-07-14 11:45:18.731137,2,bar,[],pending,90,regular_dining,Michael Brown,booth
ccec44fd-71f4-429d-a277-aa6aabedd8df,640f4ad2-b853-45a7-8729-96020ecc0901,2025-06-16 18:45:18.731226,3,outdoor_patio,['special dietary requirements'],pending,105,business_meeting,John Smith,4-top
1c011a03-fa80-4883-a3d5-9619bc9d933e,193ae4fa-1049-45c6-8220-cf8c84064859,2025-06-18 21:00:18.731318,4,outdoor_patio,[],cancelled,120,regular_dining,David Wilson,booth
ff920162-d0fc-44ea-b7e1-b2f68fa43f41,c9b116a2-1255-4f1e-a6d5-7b418314788d,2025-06-16 18:00:18.731409,4,main_dining,[],confirmed,120,business_meeting,James Taylor,booth
76b5579a-e53f-41a5-8085-cb4ddb406765,fde437e1-e0c0-49ac-987a-ea1c39553db1,2025-07-13 20:00:18.731493,2,main_dining,[],confirmed,90,regular_dining,Jennifer Martinez,bar
9d342a50-bb31-4a56-8686-c4c109c7138f,6c440d7e-5d3f-45c0-bccd-ea7d395de130,2025-06-19 18:30:18.731580,4,main_dining,[],cancelled,120,regular_dining,Jennifer Martinez,booth
3c2b3380-1c9e-4596-927c-f4d664039aa1,11a84073-a193-4231-bc8b-d61d3dd0b847,2025-07-09 13:15:18.731665,2,outdoor_patio,"['high chair', 'quiet table']",confirmed,90,anniversary,David Wilson,bar
5e84f00d-e89d-4707-a428-01e17388c1fc,1b8aba2a-968c-4513-8edf-423fad4c9926,2025-07-09 15:30:18.731761,2,bar,[],pending,90,regular_dining,Lisa Anderson,booth
610ad31f-0bc3-4730-af23-5098febf313d,4076108f-abde-45c3-8a5b-3b1cf5733008,2025-07-09 16:15:18.731851,10,private_room,[],pending,210,anniversary,Emily Davis,10-top
2e03c8ca-bd37-4fdc-b453-fe818c5b50ef,298da2df-03df-44b3-8ddc-c77461a53ac8,2025-06-27 17:30:18.731939,2,outdoor_patio,[],pending,90,regular_dining,Emily Davis,booth
487d5256-f1da-49a1-abcf-365fe95253fb,a3572b94-944b-4b3c-8170-0e562923a50a,2025-07-11 14:45:18.732022,1,main_dining,[],cancelled,75,anniversary,Emily Davis,bar
1207f0e4-d688-44db-88b9-4d4fa4372386,ff3d9ba0-bbc8-446b-b57c-d25627c65114,2025-06-29 14:45:18.732108,1,bar,[],pending,75,birthday,Michael Brown,2-top
ba98087c-b0bd-45ee-9a3e-78cb1b0897b6,890f6a34-81f9-4786-85ab-4362786be40a,2025-06-30 19:45:18.732192,2,outdoor_patio,"['special dietary requirements', 'anniversary celebration']",cancelled,90,regular_dining,James Taylor,bar
ad8c3315-ee97-46db-aeb3-ac8125413a79,2d7f8b59-5ca3-4162-b2be-5bc79ae0e868,2025-07-12 16:30:18.732281,2,outdoor_patio,[],confirmed,90,anniversary,Lisa Anderson,bar
c9ed0718-ecd4-40e6-a561-f42fa81fca26,030429ee-ed31-4a2a-bf1a-ef3995d2a94c,2025-06-15 11:45:18.732366,4,main_dining,['allergy considerations'],cancelled,120,regular_dining,Michael Brown,booth
66279668-cc7c-4f8f-8d8b-8813e0e7825b,068ed09c-8fa7-4b32-99f9-d10e5a4f9bef,2025-07-03 15:30:18.732458,3,outdoor_patio,['birthday celebration'],confirmed,105,special_celebration,Michael Brown,4-top
aca018b7-a433-4b8d-a6ee-9a04eccd3e3c,2db5d9d4-a757-4b03-85fd-2324c6efa443,2025-07-02 15:45:18.732546,2,bar,[],cancelled,90,anniversary,Michael Brown,bar
0055778c-a4b1-424a-92ff-703e37e775d2,077f53e1-b150-48a9-8acc-3c30ac24770d,2025-07-08 20:45:18.732634,4,outdoor_patio,[],cancelled,120,special_celebration,Sarah Johnson,booth
b6054e82-9c38-4579-82bf-dad6ffff9bd9,7ba59b38-88da-4ef3-aa87-bf73ac83f96b,2025-06-16 16:45:18.732718,2,bar,[],pending,90,business_meeting,David Wilson,bar
7ee22de9-3e8e-4b18-804a-d8c482eae04d,d9577a3b-f7f0-498b-bd9c-8ea6577ca00e,2025-06-28 11:45:18.732806,3,main_dining,[],cancelled,105,regular_dining,Jennifer Martinez,booth
f03c7f31-af32-46bd-96c2-f65fd785bf34,a9fdc9bd-007d-4201-b105-1547b01d7a2e,2025-07-06 17:30:18.732891,2,main_dining,[],confirmed,90,special_celebration,John Smith,2-top
061b7577-7af2-4d35-a84a-c0940f6bfef4,c4b389e2-39bd-45b2-a8de-1cc3aaa14639,2025-07-03 11:15:18.732984,2,main_dining,[],cancelled,90,regular_dining,John Smith,booth
7cac3ae1-a249-4db2-a3f4-400615dd1295,dba918cf-a1cd-4407-8a7e-fd5ec52fee5c,2025-07-05 13:00:18.733068,3,main_dining,"['wheelchair accessible', 'anniversary celebration', 'birthday celebration']",cancelled,105,regular_dining,Sarah Johnson,4-top
7cfe927b-2481-4c53-ae59-f1ae2a8c3552,1dc2b970-298b-44db-a124-8360fcd625ba,2025-06-29 14:30:18.733159,4,outdoor_patio,"['allergy considerations', 'window seat', 'booth']",cancelled,120,regular_dining,Emily Davis,booth
45f2755b-5d62-4034-8b84-720ce70489ab,14cc2a23-ea70-42e0-8625-0499897d2e4e,2025-07-04 14:45:18.733247,2,outdoor_patio,"['allergy considerations', 'birthday celebration', 'window seat']",cancelled,90,business_meeting,David Wilson,bar
7d4ded4a-69f4-441f-8c9e-938048a0ae31,51d42c02-f51f-4bb0-965e-9d415b626713,2025-06-19 20:30:18.733336,3,outdoor_patio,[],pending,105,regular_dining,James Taylor,booth
30816d77-dba0-46bb-a8c9-f550eabd579d,44f5ade0-eedb-4ecc-92b0-204f2315744f,2025-06-18 17:00:18.733419,5,main_dining,[],cancelled,135,regular_dining,James Taylor,6-top
bc807431-ee2d-4dc5-bc43-b68884ded038,45df2d5f-94f2-4462-838e-0d12cdedcee7,2025-07-06 13:00:18.733505,2,bar,[],pending,90,regular_dining,Michael Brown,booth
7a801be2-3c0b-4651-a876-805161a9f573,d5752ef1-ac42-4526-8acc-d775f1d7113c,2025-07-13 12:15:18.733591,2,bar,[],cancelled,90,regular_dining,Sarah Johnson,2-top
177ead40-0139-461d-9628-93a05892595a,c920aac9-cc51-4d9b-9f76-fc7b98f2b61d,2025-06-20 18:30:18.733676,4,outdoor_patio,[],cancelled,120,regular_dining,John Smith,4-top
bb997e63-9df9-4240-a55d-fa6eb5712e8a,bae21730-ba45-49de-9915-8e24a523bfac,2025-07-14 15:15:18.733758,4,main_dining,[],confirmed,120,regular_dining,Sarah Johnson,4-top
0cb342df-fc4b-497e-98ac-f421e3d623eb,6b48f678-b6a8-4d7b-8d0b-00a2d90c3da1,2025-07-10 13:00:18.733843,2,outdoor_patio,[],cancelled,90,business_meeting,Sarah Johnson,bar
dac83e1a-9630-4756-80c8-84e7fc59f872,4ea0eb4d-9efd-4071-8a51-7c9c9d83cdcc,2025-07-03 16:15:18.733926,3,outdoor_patio,[],pending,105,birthday,Emily Davis,4-top
