order_id,customer_id,order_time,items,total_amount,payment_method,service_type,special_instructions,server,table_number,order_status,preparation_time,delivery_time
ba3ffe43-d8d9-41b4-aa17-df109409a88d,109627ec-445e-4169-80dd-90d60a4f6dce,2025-05-17 15:26:18.911130,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 1, 'special_instructions': ''}]",140.0,debit_card,takeout,cooking_preference,Sarah Johnson,38,cancelled,18,67
77fa1666-8fee-435f-9b22-0ac860aea667,4ab39d8b-72db-4bfc-9fa5-c2ebdd03b884,2025-05-23 19:01:18.911221,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': 'extra sauce'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}]",246.0,credit_card,takeout,special_requests,Jennifer Martinez,48,completed,36,79
2d03e75f-6b9d-493e-826d-1f47f0081017,09799841-b12c-49ea-bc65-3e2a156ea1d7,2025-06-01 20:08:18.911319,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': 'extra sauce'}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}]",321.0,credit_card,dine_in,,Jennifer Martinez,47,completed,40,67
c487fa37-c51a-4ab9-b0b5-4a5bcc8548bf,c0a5385b-0578-47f8-ae38-e14fa6cf492c,2025-05-21 21:36:18.911415,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': 'extra sauce'}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",71.0,credit_card,dine_in,,Jennifer Martinez,7,cancelled,44,81
72dde04a-a18a-4d07-a925-8f3bce801420,8a9d7085-f9e4-4663-bc70-0999fffada78,2025-05-21 12:17:18.911509,"[{'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",54.0,credit_card,dine_in,spice_level,John Smith,37,completed,37,61
395c4156-48b3-477f-a3e2-ca33eb72aeb2,b51d9113-2495-43cc-9170-4806414bc86d,2025-05-28 12:24:18.911606,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': 'light sauce'}]",56.0,credit_card,takeout,spice_level,John Smith,41,completed,22,48
5f0ca644-1e84-45af-8788-2a30ec0258c4,d4d4c57a-eef4-434c-ba67-f981a79ed592,2025-05-26 21:44:18.911702,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': 'extra sauce, no dairy'}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}]",189.0,credit_card,dine_in,,John Smith,27,completed,17,35
a9557aa4-71e7-40d0-b409-8454184cb1f7,f9456438-c6ab-4650-bd12-f576b2b32e3f,2025-05-27 19:03:18.911798,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 1, 'special_instructions': ''}]",153.0,credit_card,dine_in,,Michael Brown,50,completed,34,40
dfff4c6e-9ce0-4f2f-9408-0d57940a74ec,c9378119-5a28-44b5-976d-1a9cc534bf4f,2025-06-10 12:21:18.911887,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': 'gluten-free, no dairy'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': ''}]",345.0,debit_card,takeout,,John Smith,23,completed,24,59
c392a139-c711-4d55-b192-9a5f2228b809,0d083c2c-6d87-4f97-844e-494adab18a93,2025-05-18 11:31:18.911984,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': 'no dairy'}]",12.0,debit_card,takeout,"special_requests, allergies",John Smith,2,completed,17,52
ac263d03-f176-47da-9a82-7f18d704780c,69ba3eb0-0b2b-43bd-b9e3-b85478ee8c76,2025-05-31 21:45:18.912077,"[{'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 3, 'special_instructions': ''}]",30.0,debit_card,takeout,,John Smith,26,completed,39,73
1ffb6578-dc1d-40b5-bd29-7cea53b4c5ba,cf7522c8-9650-4b31-a86b-876fdd001703,2025-06-15 11:10:18.912165,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': ''}]",16.0,debit_card,dine_in,,Emily Davis,1,refunded,40,37
4e552bf3-693c-4ed5-ac7a-0d8b0f20c1a6,99a65933-1244-4c30-ac80-434d95f49f50,2025-05-24 16:00:18.912251,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 1, 'special_instructions': ''}]",391.0,credit_card,delivery,,David Wilson,1,completed,30,76
360fbf24-f3e6-4431-b9a9-496fdd223736,87133d06-8a37-4430-871a-d510a3aa4f8b,2025-05-27 13:47:18.912343,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': ''}]",243.0,debit_card,dine_in,"cooking_preference, dietary_restrictions",John Smith,6,completed,17,90
3065150e-11d1-4235-80bd-2ba22092db66,09f3a879-58c0-40da-ba6b-d6ebcb4bc657,2025-06-04 17:45:18.912437,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': 'extra sauce'}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': ''}]",265.0,credit_card,dine_in,,Jennifer Martinez,42,completed,32,40
b4cafa54-91ee-4ec0-a607-cc2972d62bdf,abf415ea-6e99-4f80-a7fc-dc3c8aef02a8,2025-05-31 19:41:18.912529,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': 'no onions'}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 3, 'special_instructions': ''}]",54.0,cash,dine_in,,Michael Brown,19,completed,36,49
176ef38b-a97b-4cc4-91f0-f197779e3688,69b52cbd-410e-423b-a571-c3f028a28a78,2025-06-02 21:01:18.912622,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': 'no onions, no dairy'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 2, 'special_instructions': 'well done'}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 2, 'special_instructions': ''}]",92.0,credit_card,takeout,,Michael Brown,38,completed,31,70
73cc8638-85ed-4107-89b8-7e1cc71d0634,cf958659-f969-4d60-a3cc-513efbe3e8bf,2025-06-11 17:00:18.912715,"[{'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 2, 'special_instructions': 'gluten-free'}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': ''}]",48.0,mobile_payment,dine_in,,Jennifer Martinez,21,cancelled,19,49
a2e93170-f658-40ed-a89d-411f21085384,99ee4a27-00dc-486d-aad4-b955e76f53c3,2025-06-04 17:37:18.912807,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': ''}]",208.0,credit_card,takeout,,Michael Brown,4,completed,37,72
52bafac5-2443-48f5-937c-f013de7f1823,583ae504-9b7c-4167-b5f8-129e43f37ebc,2025-05-20 18:37:18.912896,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': 'no onions'}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': 'light sauce, extra spicy'}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 3, 'special_instructions': 'gluten-free, light sauce'}]",345.0,credit_card,takeout,,Jennifer Martinez,45,completed,45,81
8db14105-38a7-45d0-a8c7-5e7a34f79e20,d6604379-f9ed-4871-b1d2-6362a4d6ac8e,2025-06-13 11:52:18.912996,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",24.0,credit_card,dine_in,,James Taylor,41,completed,25,79
58178fcb-7684-46b0-b013-f8540b97b87a,7f015588-9aed-467d-b2ed-424778e4450b,2025-06-12 16:09:18.913083,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': 'medium rare, extra spicy'}]",93.0,debit_card,takeout,,James Taylor,26,completed,35,51
328be5d0-a2e3-4129-bda7-150f8d617f7b,2a2ad338-bcf7-43d9-8bb7-ea84fa6cf044,2025-05-16 18:32:18.913171,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}]",84.0,mobile_payment,dine_in,,James Taylor,42,refunded,19,66
504636ca-ad6b-4404-8997-7bc788d5818e,207f78dd-37ce-4d04-bb90-9ab4a5a07189,2025-06-11 18:43:18.913261,"[{'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}]",152.0,credit_card,delivery,"spice_level, cooking_preference",David Wilson,22,completed,28,84
b4a33609-60eb-4255-ae3c-0d71d2837709,59c975d4-23b6-4e44-9301-f5c447850269,2025-06-11 12:10:18.913353,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}]",147.0,credit_card,delivery,,David Wilson,34,completed,45,56
0c99b472-a431-4d67-9384-ba6d42000fb4,ada73d94-f823-41c0-9a5e-2f583871225c,2025-06-10 14:42:18.913445,"[{'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 2, 'special_instructions': 'extra sauce'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': 'extra sauce'}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}]",130.0,credit_card,dine_in,,John Smith,33,completed,15,81
fa25a36b-c6bb-4f6e-b2ef-0a6d62df46b5,39e4e952-8ee4-4103-9a17-5d6b34737809,2025-06-04 19:59:18.913541,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",90.0,debit_card,takeout,"allergies, spice_level",Lisa Anderson,42,completed,16,70
8b3e7672-b07e-4f3c-bafb-6123b60611f6,8fba6e2f-a03c-409f-8368-b7371ad63bdb,2025-06-05 14:58:18.913634,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': 'no dairy, well done'}]",124.0,credit_card,dine_in,spice_level,John Smith,31,completed,32,33
aaf27cf7-c821-40aa-96c7-5e40da786783,46ae1b3a-779b-4c3c-aca1-dc32c64376df,2025-06-04 17:14:18.913729,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': 'extra sauce, no dairy'}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 1, 'special_instructions': ''}]",480.0,credit_card,dine_in,,Lisa Anderson,12,completed,36,49
1cbdc864-01aa-467b-a6ea-fe8428540983,9e94d6ff-0a26-4bbc-b28e-baa77a496fbc,2025-05-26 15:35:18.913824,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': 'extra sauce'}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",60.0,mobile_payment,dine_in,,Michael Brown,45,completed,23,69
aaccb6c7-e6ef-492a-add7-103e7c0d5e8e,02cc1fef-ab75-4f3d-bd20-b364ccf50f97,2025-05-21 14:18:18.913913,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}]",240.0,credit_card,dine_in,,James Taylor,6,completed,34,43
d01533c1-bcf9-4e99-84ba-d4f472a5feea,90b6e550-9643-45e2-a7c9-b8ff4b864c18,2025-05-20 12:39:18.914000,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 2, 'special_instructions': 'no onions'}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': 'well done, light sauce'}]",351.0,debit_card,delivery,cooking_preference,Jennifer Martinez,49,completed,20,39
20ff9fe4-1754-42c8-a7c6-de677eb3cce9,ed62d6ad-70ba-45a9-aacf-9e6869b8929a,2025-06-05 19:49:18.914098,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': 'no onions, medium rare'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",108.0,credit_card,dine_in,,James Taylor,39,completed,15,90
3a35b0aa-4415-46fb-aeb4-241666823840,5fef57ca-0942-416e-bd86-7e4752d9f0e3,2025-06-09 16:17:18.914190,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}]",245.0,credit_card,dine_in,"allergies, dietary_restrictions",Lisa Anderson,1,completed,21,31
6e6930fa-3e7b-489e-a0d3-7df3adcb37d6,c9a458ca-b5dd-444b-8c45-36c33de1201b,2025-05-23 18:16:18.914281,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': 'well done, no onions'}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': 'medium rare'}]",40.0,debit_card,dine_in,,John Smith,37,completed,41,71
fd71a205-6dab-4d25-bc01-10c5b6c858c6,c7375772-74c6-4bc6-9f8b-77825fb4fcda,2025-06-05 21:38:18.914375,"[{'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}]",66.0,credit_card,takeout,,Michael Brown,45,completed,21,64
d7c7a69e-e340-46c3-81e1-9fb8d0407c01,b19d94d9-6c1d-403f-a133-ebd0d3e2235b,2025-05-31 21:45:18.914460,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}]",146.0,credit_card,dine_in,"dietary_restrictions, cooking_preference",Jennifer Martinez,30,completed,33,71
35f1cc16-7ab1-45b9-a48d-3cb3b0fc878a,7de87c19-346d-4ba7-9f93-1e226fc08e1d,2025-06-15 17:01:18.914552,"[{'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': 'light sauce, extra spicy'}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': 'gluten-free'}]",216.0,cash,dine_in,,Lisa Anderson,23,completed,29,48
