item_id,name,category,description,ingredients,nutritional_info,pricing,preparation,allergen_info,dietary_info,seasonal_availability,popularity_metrics,cost_analysis,wine_pairings,modification_options
ITEM_2008,Poached Salmon Fusion French Style,"{'main_category': 'Appetizers', 'sub_category': 'Vegetarian', 'course_type': 'Dessert', 'spice_level': 'Mild', 'preparation_time': 16}","A grilled dish featuring local vegetables, with spicy flavors and creamy textures.","{'main_ingredients': ['rice'], 'vegetables': ['spinach'], 'herbs_and_spices': ['cumin', 'rosemary', 'coriander', 'thyme', 'paprika'], 'sauces_and_condiments': ['olive oil', 'balsamic vinegar'], 'garnishes': []}","{'calories': 660, 'protein': 12, 'carbohydrates': 57, 'fat': 13, 'fiber': 5, 'sugar': 10, 'sodium': 126, 'allergens': ['dairy', 'fish']}","{'base_price': 14.55, 'happy_hour_price': 11.64, 'weekend_price': 16.01, 'special_occasion_price': 17.46, 'portion_sizes': {'small': 10.19, 'regular': 14.551660803437878, 'large': 18.92}}","{'prep_time': 26, 'cook_time': 40, 'total_time': 73, 'difficulty_level': 'Hard', 'cooking_methods': ['sautéing'], 'equipment_needed': ['blender']}","{'contains': ['shellfish', 'fish'], 'may_contain': [], 'preparation_notes': ['separate preparation area available']}","{'suitable_for': ['dairy-free'], 'modifications_available': [], 'nutritional_highlights': []}","{'available_seasons': ['summer', 'fall'], 'peak_season': 'summer', 'limited_time': False, 'seasonal_ingredients': ['morel mushrooms', 'asparagus', 'berries']}","{'order_frequency': 0.9862418544889172, 'customer_rating': 4.842765863364434, 'review_count': 990, 'trending_score': 0.595660684836828, 'repeat_order_rate': 0.7173028632261174, 'social_media_mentions': 80}","{'ingredient_cost': 21.878746046053998, 'labor_cost': 9.819845358746962, 'overhead_cost': 3.5347610433380563, 'total_cost': 16.074706883097097, 'profit_margin': 0.2931888335259863, 'cost_trends': {'ingredient_cost_trend': 0.06213448136297853, 'labor_cost_trend': -0.0017487199290228128, 'overhead_cost_trend': 0.011451572481301811}}","{'recommended_wines': ['Syrah'], 'pairing_notes': ['complements the rich flavors'], 'alternative_beverages': []}","{'available_modifications': ['no sauce', 'dairy-free option', 'mild', 'extra spicy', 'extra sauce'], 'substitution_options': ['protein substitution', 'vegetable substitution', 'sauce substitution'], 'customization_notes': []}"
ITEM_7811,Poached Salmon Modern French Style,"{'main_category': 'Main Courses', 'sub_category': 'Vegan', 'course_type': 'Drink', 'spice_level': 'Medium', 'preparation_time': 10}","A slow-cooked dish featuring premium cuts, with savory flavors and crispy textures.","{'main_ingredients': ['mushrooms'], 'vegetables': ['kale', 'asparagus', 'carrots', 'spinach'], 'herbs_and_spices': ['thyme', 'rosemary', 'paprika', 'coriander', 'oregano'], 'sauces_and_condiments': ['olive oil', 'soy sauce', 'hot sauce'], 'garnishes': ['microgreens', 'seeds']}","{'calories': 457, 'protein': 38, 'carbohydrates': 28, 'fat': 7, 'fiber': 2, 'sugar': 14, 'sodium': 970, 'allergens': []}","{'base_price': 29.1, 'happy_hour_price': 23.28, 'weekend_price': 32.01, 'special_occasion_price': 34.92, 'portion_sizes': {'small': 20.37, 'regular': 29.09907976493528, 'large': 37.83}}","{'prep_time': 30, 'cook_time': 22, 'total_time': 60, 'difficulty_level': 'Easy', 'cooking_methods': ['frying', 'roasting'], 'equipment_needed': ['stovetop', 'blender', 'grill']}","{'contains': ['dairy', 'nuts', 'shellfish'], 'may_contain': ['soy'], 'preparation_notes': []}","{'suitable_for': ['vegetarian', 'dairy-free'], 'modifications_available': ['can be made vegan'], 'nutritional_highlights': ['high fiber', 'low carb']}","{'available_seasons': ['winter', 'spring', 'summer', 'fall'], 'peak_season': 'summer', 'limited_time': True, 'seasonal_ingredients': ['pumpkin']}","{'order_frequency': 0.9110567094122152, 'customer_rating': 4.841930518892756, 'review_count': 318, 'trending_score': 0.10439413174405943, 'repeat_order_rate': 0.21946683766533728, 'social_media_mentions': 45}","{'ingredient_cost': 6.8687544327714045, 'labor_cost': 2.620860357879005, 'overhead_cost': 3.3996771140365216, 'total_cost': 9.942803046074012, 'profit_margin': 0.3110418137734418, 'cost_trends': {'ingredient_cost_trend': 0.015186904976599164, 'labor_cost_trend': 0.011316073293226994, 'overhead_cost_trend': 0.04294382253933249}}","{'recommended_wines': ['Chardonnay', 'Pinot Noir'], 'pairing_notes': ['balances the spice'], 'alternative_beverages': []}","{'available_modifications': [], 'substitution_options': [], 'customization_notes': ['can be made vegetarian']}"
ITEM_4110,Braised Mushroom Contemporary Mediterranean Style,"{'main_category': 'Beverages', 'sub_category': 'Gluten-Free', 'course_type': 'Drink', 'spice_level': 'Mild', 'preparation_time': 36}","A slow-cooked dish featuring local vegetables, with aromatic flavors and crunchy textures.","{'main_ingredients': ['tofu'], 'vegetables': ['broccoli'], 'herbs_and_spices': ['oregano', 'rosemary', 'cumin', 'thyme', 'paprika'], 'sauces_and_condiments': ['hot sauce', 'soy sauce'], 'garnishes': ['microgreens', 'fresh herbs']}","{'calories': 490, 'protein': 28, 'carbohydrates': 52, 'fat': 30, 'fiber': 3, 'sugar': 16, 'sodium': 164, 'allergens': ['dairy', 'shellfish', 'eggs']}","{'base_price': 24.58, 'happy_hour_price': 19.66, 'weekend_price': 27.04, 'special_occasion_price': 29.5, 'portion_sizes': {'small': 17.21, 'regular': 24.579673558344574, 'large': 31.95}}","{'prep_time': 22, 'cook_time': 10, 'total_time': 37, 'difficulty_level': 'Easy', 'cooking_methods': ['steaming'], 'equipment_needed': ['blender', 'grill']}","{'contains': ['dairy'], 'may_contain': ['wheat', 'eggs'], 'preparation_notes': ['cross-contamination possible', 'separate preparation area available']}","{'suitable_for': ['vegan'], 'modifications_available': ['can be made vegetarian', 'can be made gluten-free', 'can be made dairy-free'], 'nutritional_highlights': ['rich in vitamins']}","{'available_seasons': ['winter'], 'peak_season': 'spring', 'limited_time': True, 'seasonal_ingredients': []}","{'order_frequency': 0.6369687754918776, 'customer_rating': 3.756562705969089, 'review_count': 62, 'trending_score': 0.9454453403029883, 'repeat_order_rate': 0.2397827121422514, 'social_media_mentions': 218}","{'ingredient_cost': 16.356316327292493, 'labor_cost': 9.65642115452626, 'overhead_cost': 2.0922894996591483, 'total_cost': 19.389073792916474, 'profit_margin': 0.2784174356050864, 'cost_trends': {'ingredient_cost_trend': -0.05291553190704623, 'labor_cost_trend': -0.030304396382599776, 'overhead_cost_trend': -0.04256473520707003}}","{'recommended_wines': ['Pinot Noir'], 'pairing_notes': ['enhances the umami notes', 'complements the rich flavors'], 'alternative_beverages': ['cocktail']}","{'available_modifications': ['extra spicy', 'extra sauce'], 'substitution_options': ['protein substitution', 'grain substitution'], 'customization_notes': ['can be made spicier']}"
ITEM_2402,Seared Lamb Traditional Indian Style,"{'main_category': 'Desserts', 'sub_category': 'Vegetarian', 'course_type': 'Starter', 'spice_level': 'Spicy', 'preparation_time': 12}","A grilled dish featuring local vegetables, with rich flavors and creamy textures.","{'main_ingredients': ['salmon fillet', 'chicken breast'], 'vegetables': ['spinach', 'zucchini'], 'herbs_and_spices': ['rosemary', 'basil'], 'sauces_and_condiments': ['teriyaki sauce', 'olive oil', 'hot sauce'], 'garnishes': []}","{'calories': 657, 'protein': 22, 'carbohydrates': 53, 'fat': 5, 'fiber': 9, 'sugar': 15, 'sodium': 646, 'allergens': ['shellfish', 'fish']}","{'base_price': 28.33, 'happy_hour_price': 22.66, 'weekend_price': 31.16, 'special_occasion_price': 33.99, 'portion_sizes': {'small': 19.83, 'regular': 28.326272159975964, 'large': 36.82}}","{'prep_time': 18, 'cook_time': 45, 'total_time': 47, 'difficulty_level': 'Easy', 'cooking_methods': ['baking'], 'equipment_needed': ['blender', 'grill', 'oven']}","{'contains': ['eggs', 'wheat'], 'may_contain': ['eggs', 'shellfish'], 'preparation_notes': []}","{'suitable_for': ['kosher', 'halal', 'vegan'], 'modifications_available': ['can be made vegetarian', 'can be made gluten-free', 'can be made vegan'], 'nutritional_highlights': ['low carb']}","{'available_seasons': ['summer'], 'peak_season': 'fall', 'limited_time': False, 'seasonal_ingredients': ['asparagus', 'citrus', 'berries']}","{'order_frequency': 0.41814021157952885, 'customer_rating': 4.86082218966652, 'review_count': 302, 'trending_score': 0.8542845455247745, 'repeat_order_rate': 0.45601228509663405, 'social_media_mentions': 183}","{'ingredient_cost': 17.62328386387105, 'labor_cost': 5.32960912478609, 'overhead_cost': 2.6019075470468174, 'total_cost': 21.823214659976852, 'profit_margin': 0.3279110230415325, 'cost_trends': {'ingredient_cost_trend': -0.0031038638424119858, 'labor_cost_trend': -0.03514314505817995, 'overhead_cost_trend': -0.03620777608038404}}","{'recommended_wines': ['Chardonnay', 'Merlot', 'Sauvignon Blanc'], 'pairing_notes': ['complements the rich flavors'], 'alternative_beverages': ['cocktail']}","{'available_modifications': [], 'substitution_options': ['protein substitution'], 'customization_notes': ['can be made spicier', 'can be made vegetarian']}"
ITEM_3684,Roasted Beef Traditional Mediterranean Style,"{'main_category': 'Sides', 'sub_category': 'Gluten-Free', 'course_type': 'Dessert', 'spice_level': 'Medium', 'preparation_time': 21}","A roasted dish featuring artisanal ingredients, with spicy flavors and tender textures.","{'main_ingredients': ['tofu', 'beef tenderloin'], 'vegetables': ['bell peppers', 'kale', 'broccoli', 'spinach'], 'herbs_and_spices': ['paprika', 'oregano', 'thyme', 'basil'], 'sauces_and_condiments': ['olive oil'], 'garnishes': ['toasted nuts']}","{'calories': 653, 'protein': 33, 'carbohydrates': 24, 'fat': 28, 'fiber': 15, 'sugar': 15, 'sodium': 483, 'allergens': ['eggs', 'fish', 'wheat']}","{'base_price': 46.11, 'happy_hour_price': 36.89, 'weekend_price': 50.72, 'special_occasion_price': 55.34, 'portion_sizes': {'small': 32.28, 'regular': 46.113089130803814, 'large': 59.95}}","{'prep_time': 22, 'cook_time': 12, 'total_time': 54, 'difficulty_level': 'Medium', 'cooking_methods': ['sautéing', 'grilling'], 'equipment_needed': ['stovetop', 'blender', 'oven']}","{'contains': ['soy'], 'may_contain': [], 'preparation_notes': ['cross-contamination possible']}","{'suitable_for': ['dairy-free', 'vegan'], 'modifications_available': ['can be made gluten-free'], 'nutritional_highlights': ['high fiber', 'low fat']}","{'available_seasons': ['spring', 'fall'], 'peak_season': 'spring', 'limited_time': False, 'seasonal_ingredients': []}","{'order_frequency': 0.5584661860491904, 'customer_rating': 4.87513603759695, 'review_count': 504, 'trending_score': 0.6280027456340719, 'repeat_order_rate': 0.7321740381751742, 'social_media_mentions': 615}","{'ingredient_cost': 23.611014001848247, 'labor_cost': 5.708200689886513, 'overhead_cost': 2.6237765058118785, 'total_cost': 38.21352615668516, 'profit_margin': 0.2189341454802448, 'cost_trends': {'ingredient_cost_trend': 0.06647533096745784, 'labor_cost_trend': -0.03667679154005783, 'overhead_cost_trend': -0.02926977178188861}}","{'recommended_wines': ['Chardonnay', 'Syrah', 'Cabernet Sauvignon'], 'pairing_notes': ['complements the rich flavors'], 'alternative_beverages': ['non-alcoholic option']}","{'available_modifications': ['gluten-free option', 'no sauce', 'mild', 'extra sauce'], 'substitution_options': [], 'customization_notes': []}"
ITEM_7129,Poached Shrimp Modern Mexican Style,"{'main_category': 'Appetizers', 'sub_category': 'Meat', 'course_type': 'Starter', 'spice_level': 'Mild', 'preparation_time': 44}","A slow-cooked dish featuring fresh herbs, with rich flavors and creamy textures.","{'main_ingredients': ['rice', 'mushrooms'], 'vegetables': ['carrots'], 'herbs_and_spices': ['cumin', 'thyme', 'paprika', 'basil', 'oregano'], 'sauces_and_condiments': ['soy sauce'], 'garnishes': ['seeds']}","{'calories': 453, 'protein': 32, 'carbohydrates': 37, 'fat': 9, 'fiber': 9, 'sugar': 4, 'sodium': 118, 'allergens': ['nuts', 'dairy', 'eggs']}","{'base_price': 28.81, 'happy_hour_price': 23.05, 'weekend_price': 31.69, 'special_occasion_price': 34.57, 'portion_sizes': {'small': 20.17, 'regular': 28.807590672055774, 'large': 37.45}}","{'prep_time': 16, 'cook_time': 32, 'total_time': 28, 'difficulty_level': 'Hard', 'cooking_methods': ['braising', 'sautéing'], 'equipment_needed': ['blender']}","{'contains': ['nuts'], 'may_contain': ['dairy', 'wheat'], 'preparation_notes': ['separate preparation area available', 'prepared in shared kitchen']}","{'suitable_for': ['halal', 'vegetarian', 'kosher'], 'modifications_available': ['can be made vegan', 'can be made vegetarian'], 'nutritional_highlights': ['rich in vitamins']}","{'available_seasons': ['summer', 'fall', 'winter', 'spring'], 'peak_season': 'winter', 'limited_time': True, 'seasonal_ingredients': ['asparagus', 'pumpkin']}","{'order_frequency': 0.925344601203303, 'customer_rating': 3.905431150157185, 'review_count': 129, 'trending_score': 0.022680264199922084, 'repeat_order_rate': 0.3885312983517235, 'social_media_mentions': 958}","{'ingredient_cost': 13.01118486214714, 'labor_cost': 4.391567972596274, 'overhead_cost': 4.744991080092864, 'total_cost': 29.11323593795014, 'profit_margin': 0.3179738970800915, 'cost_trends': {'ingredient_cost_trend': -0.007113575686819501, 'labor_cost_trend': 0.024810252577546155, 'overhead_cost_trend': -0.015988619015838944}}","{'recommended_wines': ['Cabernet Sauvignon'], 'pairing_notes': ['contrasts with the sweetness', 'enhances the umami notes'], 'alternative_beverages': ['cocktail', 'craft beer']}","{'available_modifications': ['mild', 'gluten-free option', 'no onions'], 'substitution_options': ['protein substitution', 'vegetable substitution', 'grain substitution'], 'customization_notes': ['can be made vegetarian', 'can be made spicier']}"
ITEM_2148,Braised Mushroom Fusion Mexican Style,"{'main_category': 'Desserts', 'sub_category': 'Gluten-Free', 'course_type': 'Starter', 'spice_level': 'Mild', 'preparation_time': 34}","A roasted dish featuring local vegetables, with spicy flavors and crunchy textures.","{'main_ingredients': ['beef tenderloin'], 'vegetables': ['carrots', 'broccoli', 'spinach', 'kale'], 'herbs_and_spices': ['cumin', 'rosemary', 'coriander', 'basil', 'paprika'], 'sauces_and_condiments': ['balsamic vinegar', 'hot sauce', 'olive oil'], 'garnishes': ['toasted nuts', 'fresh herbs']}","{'calories': 294, 'protein': 40, 'carbohydrates': 39, 'fat': 7, 'fiber': 11, 'sugar': 5, 'sodium': 588, 'allergens': []}","{'base_price': 31.89, 'happy_hour_price': 25.51, 'weekend_price': 35.08, 'special_occasion_price': 38.26, 'portion_sizes': {'small': 22.32, 'regular': 31.887316702949107, 'large': 41.45}}","{'prep_time': 26, 'cook_time': 38, 'total_time': 69, 'difficulty_level': 'Easy', 'cooking_methods': ['sautéing', 'grilling'], 'equipment_needed': ['oven', 'grill']}","{'contains': [], 'may_contain': [], 'preparation_notes': []}","{'suitable_for': ['gluten-free'], 'modifications_available': ['can be made vegetarian', 'can be made dairy-free', 'can be made gluten-free'], 'nutritional_highlights': []}","{'available_seasons': ['spring', 'summer', 'fall', 'winter'], 'peak_season': 'winter', 'limited_time': True, 'seasonal_ingredients': ['citrus', 'pumpkin']}","{'order_frequency': 0.609779795560527, 'customer_rating': 3.7318064212182973, 'review_count': 42, 'trending_score': 0.8370335756457733, 'repeat_order_rate': 0.10108905294312512, 'social_media_mentions': 566}","{'ingredient_cost': 10.827167664111224, 'labor_cost': 5.850910072158255, 'overhead_cost': 2.2579581410103517, 'total_cost': 13.597559656866611, 'profit_margin': 0.25708300033963305, 'cost_trends': {'ingredient_cost_trend': -0.022017962394954377, 'labor_cost_trend': -0.012613724863053677, 'overhead_cost_trend': -0.005992992068014201}}","{'recommended_wines': ['Sauvignon Blanc', 'Syrah', 'Chardonnay'], 'pairing_notes': ['complements the rich flavors', 'balances the spice'], 'alternative_beverages': ['cocktail']}","{'available_modifications': ['extra sauce', 'extra spicy', 'no sauce', 'no onions'], 'substitution_options': ['protein substitution', 'grain substitution'], 'customization_notes': []}"
ITEM_7953,Seared Shrimp Traditional Mexican Style,"{'main_category': 'Desserts', 'sub_category': 'Meat', 'course_type': 'Main', 'spice_level': 'Mild', 'preparation_time': 41}","A braised dish featuring artisanal ingredients, with rich flavors and creamy textures.","{'main_ingredients': ['quinoa'], 'vegetables': ['asparagus', 'broccoli'], 'herbs_and_spices': ['rosemary', 'paprika', 'thyme', 'cumin'], 'sauces_and_condiments': ['olive oil'], 'garnishes': ['seeds']}","{'calories': 789, 'protein': 39, 'carbohydrates': 44, 'fat': 10, 'fiber': 10, 'sugar': 6, 'sodium': 100, 'allergens': ['wheat', 'shellfish']}","{'base_price': 28.81, 'happy_hour_price': 23.05, 'weekend_price': 31.69, 'special_occasion_price': 34.57, 'portion_sizes': {'small': 20.17, 'regular': 28.811570651854893, 'large': 37.46}}","{'prep_time': 15, 'cook_time': 15, 'total_time': 29, 'difficulty_level': 'Hard', 'cooking_methods': ['braising'], 'equipment_needed': ['stovetop', 'grill', 'blender']}","{'contains': ['nuts', 'soy', 'wheat'], 'may_contain': [], 'preparation_notes': ['separate preparation area available']}","{'suitable_for': [], 'modifications_available': ['can be made vegan', 'can be made vegetarian'], 'nutritional_highlights': ['high protein', 'low fat']}","{'available_seasons': ['spring'], 'peak_season': 'fall', 'limited_time': True, 'seasonal_ingredients': ['truffles', 'morel mushrooms']}","{'order_frequency': 0.5884723124279518, 'customer_rating': 4.5576899108960705, 'review_count': 983, 'trending_score': 0.018876802608278953, 'repeat_order_rate': 0.15339755091755558, 'social_media_mentions': 965}","{'ingredient_cost': 17.598876946061985, 'labor_cost': 2.9546111501590318, 'overhead_cost': 1.2115828792594634, 'total_cost': 31.75571365134063, 'profit_margin': 0.21900609784882175, 'cost_trends': {'ingredient_cost_trend': 0.01746149487510043, 'labor_cost_trend': 0.031032391021656544, 'overhead_cost_trend': -0.03254556794428182}}","{'recommended_wines': ['Chardonnay', 'Sauvignon Blanc', 'Syrah'], 'pairing_notes': ['contrasts with the sweetness'], 'alternative_beverages': ['craft beer', 'cocktail']}","{'available_modifications': ['no onions'], 'substitution_options': ['grain substitution', 'protein substitution', 'vegetable substitution'], 'customization_notes': ['can be made vegetarian']}"
ITEM_2342,Braised Lamb Classic Mediterranean Style,"{'main_category': 'Sides', 'sub_category': 'Vegan', 'course_type': 'Starter', 'spice_level': 'Medium', 'preparation_time': 20}","A braised dish featuring artisanal ingredients, with savory flavors and tender textures.","{'main_ingredients': ['pasta', 'beef tenderloin'], 'vegetables': ['kale', 'asparagus', 'bell peppers'], 'herbs_and_spices': ['coriander', 'thyme', 'cumin', 'paprika'], 'sauces_and_condiments': ['olive oil', 'balsamic vinegar', 'teriyaki sauce'], 'garnishes': []}","{'calories': 319, 'protein': 13, 'carbohydrates': 27, 'fat': 20, 'fiber': 4, 'sugar': 3, 'sodium': 113, 'allergens': ['wheat']}","{'base_price': 39.31, 'happy_hour_price': 31.45, 'weekend_price': 43.24, 'special_occasion_price': 47.17, 'portion_sizes': {'small': 27.52, 'regular': 39.31191025747211, 'large': 51.11}}","{'prep_time': 23, 'cook_time': 18, 'total_time': 23, 'difficulty_level': 'Medium', 'cooking_methods': ['steaming', 'roasting', 'frying'], 'equipment_needed': ['food processor', 'grill']}","{'contains': ['shellfish'], 'may_contain': [], 'preparation_notes': ['prepared in shared kitchen', 'cross-contamination possible']}","{'suitable_for': ['dairy-free'], 'modifications_available': [], 'nutritional_highlights': ['low carb', 'rich in vitamins']}","{'available_seasons': ['winter', 'spring', 'fall', 'summer'], 'peak_season': 'winter', 'limited_time': True, 'seasonal_ingredients': ['pumpkin', 'citrus', 'morel mushrooms']}","{'order_frequency': 0.6362907241808986, 'customer_rating': 3.533124626404372, 'review_count': 793, 'trending_score': 0.4537352044771914, 'repeat_order_rate': 0.1940331922114687, 'social_media_mentions': 962}","{'ingredient_cost': 24.412343869041635, 'labor_cost': 7.045281663889238, 'overhead_cost': 1.3229703486466255, 'total_cost': 27.480416407676977, 'profit_margin': 0.26828622567589383, 'cost_trends': {'ingredient_cost_trend': -0.043986774288502464, 'labor_cost_trend': -0.009075459041730918, 'overhead_cost_trend': 0.002324896779620153}}","{'recommended_wines': ['Cabernet Sauvignon', 'Pinot Noir', 'Sauvignon Blanc'], 'pairing_notes': ['complements the rich flavors', 'contrasts with the sweetness'], 'alternative_beverages': []}","{'available_modifications': ['extra sauce'], 'substitution_options': ['sauce substitution', 'grain substitution'], 'customization_notes': []}"
ITEM_4402,Roasted Beef Traditional French Style,"{'main_category': 'Beverages', 'sub_category': 'Vegetarian', 'course_type': 'Drink', 'spice_level': 'Medium', 'preparation_time': 15}","A braised dish featuring local vegetables, with rich flavors and crunchy textures.","{'main_ingredients': ['chicken breast', 'mushrooms', 'tofu'], 'vegetables': ['kale'], 'herbs_and_spices': ['rosemary', 'basil', 'cumin', 'oregano'], 'sauces_and_condiments': ['balsamic vinegar', 'hot sauce', 'olive oil'], 'garnishes': ['toasted nuts']}","{'calories': 518, 'protein': 15, 'carbohydrates': 50, 'fat': 6, 'fiber': 11, 'sugar': 6, 'sodium': 443, 'allergens': ['dairy', 'shellfish', 'nuts']}","{'base_price': 36.16, 'happy_hour_price': 28.93, 'weekend_price': 39.78, 'special_occasion_price': 43.4, 'portion_sizes': {'small': 25.31, 'regular': 36.163356927323285, 'large': 47.01}}","{'prep_time': 9, 'cook_time': 30, 'total_time': 16, 'difficulty_level': 'Hard', 'cooking_methods': ['grilling', 'steaming', 'frying'], 'equipment_needed': ['blender', 'mixer']}","{'contains': ['fish'], 'may_contain': [], 'preparation_notes': []}","{'suitable_for': [], 'modifications_available': ['can be made dairy-free', 'can be made gluten-free'], 'nutritional_highlights': ['low fat', 'high protein']}","{'available_seasons': ['fall', 'spring', 'summer', 'winter'], 'peak_season': 'fall', 'limited_time': False, 'seasonal_ingredients': ['pumpkin']}","{'order_frequency': 0.6807116729951587, 'customer_rating': 4.7721973629427215, 'review_count': 489, 'trending_score': 0.44957237023488117, 'repeat_order_rate': 0.6036577510467895, 'social_media_mentions': 243}","{'ingredient_cost': 15.448653040267551, 'labor_cost': 4.199036429856157, 'overhead_cost': 3.52342793798105, 'total_cost': 10.74841146043018, 'profit_margin': 0.35790653285039514, 'cost_trends': {'ingredient_cost_trend': 0.025677047278242743, 'labor_cost_trend': 0.01656295711849627, 'overhead_cost_trend': 0.04537151873397982}}","{'recommended_wines': ['Pinot Noir', 'Syrah', 'Chardonnay'], 'pairing_notes': ['enhances the umami notes'], 'alternative_beverages': []}","{'available_modifications': ['no sauce', 'mild', 'gluten-free option'], 'substitution_options': ['sauce substitution'], 'customization_notes': ['can be made vegan']}"
ITEM_6497,Seared Tofu Traditional Thai Style,"{'main_category': 'Appetizers', 'sub_category': 'Vegetarian', 'course_type': 'Dessert', 'spice_level': 'Medium', 'preparation_time': 18}","A roasted dish featuring premium cuts, with rich flavors and creamy textures.","{'main_ingredients': ['mushrooms'], 'vegetables': ['bell peppers'], 'herbs_and_spices': ['rosemary', 'basil', 'oregano', 'cumin', 'thyme'], 'sauces_and_condiments': ['teriyaki sauce'], 'garnishes': []}","{'calories': 527, 'protein': 20, 'carbohydrates': 22, 'fat': 21, 'fiber': 9, 'sugar': 5, 'sodium': 968, 'allergens': ['eggs']}","{'base_price': 22.84, 'happy_hour_price': 18.27, 'weekend_price': 25.12, 'special_occasion_price': 27.41, 'portion_sizes': {'small': 15.99, 'regular': 22.838512120695633, 'large': 29.69}}","{'prep_time': 28, 'cook_time': 16, 'total_time': 38, 'difficulty_level': 'Easy', 'cooking_methods': ['grilling', 'frying'], 'equipment_needed': ['mixer', 'grill']}","{'contains': ['nuts', 'eggs', 'soy'], 'may_contain': ['nuts', 'soy'], 'preparation_notes': ['prepared in shared kitchen', 'cross-contamination possible']}","{'suitable_for': ['dairy-free', 'vegan'], 'modifications_available': ['can be made vegetarian'], 'nutritional_highlights': []}","{'available_seasons': ['summer'], 'peak_season': 'fall', 'limited_time': True, 'seasonal_ingredients': ['truffles', 'citrus', 'pumpkin']}","{'order_frequency': 0.2512714839020537, 'customer_rating': 4.8471578421470864, 'review_count': 841, 'trending_score': 0.3856676962354909, 'repeat_order_rate': 0.4589306092402432, 'social_media_mentions': 69}","{'ingredient_cost': 9.415724959161519, 'labor_cost': 5.569840525267796, 'overhead_cost': 1.0485321430105783, 'total_cost': 25.72419460996575, 'profit_margin': 0.2841755128521542, 'cost_trends': {'ingredient_cost_trend': -0.03892550611403185, 'labor_cost_trend': 0.0009271941509115117, 'overhead_cost_trend': 0.029282221701090058}}","{'recommended_wines': ['Cabernet Sauvignon', 'Syrah', 'Chardonnay'], 'pairing_notes': ['balances the spice'], 'alternative_beverages': ['craft beer', 'cocktail']}","{'available_modifications': ['gluten-free option', 'extra sauce', 'dairy-free option', 'no sauce'], 'substitution_options': [], 'customization_notes': []}"
ITEM_1856,Poached Mushroom Classic French Style,"{'main_category': 'Desserts', 'sub_category': 'Vegetarian', 'course_type': 'Main', 'spice_level': 'Medium', 'preparation_time': 14}","A pan-seared dish featuring premium cuts, with aromatic flavors and crispy textures.","{'main_ingredients': ['chicken breast', 'quinoa'], 'vegetables': ['zucchini', 'bell peppers', 'asparagus', 'kale'], 'herbs_and_spices': ['paprika', 'basil', 'cumin', 'rosemary'], 'sauces_and_condiments': ['balsamic vinegar', 'soy sauce', 'hot sauce'], 'garnishes': []}","{'calories': 395, 'protein': 19, 'carbohydrates': 45, 'fat': 21, 'fiber': 8, 'sugar': 4, 'sodium': 673, 'allergens': ['soy', 'dairy', 'shellfish']}","{'base_price': 43.98, 'happy_hour_price': 35.18, 'weekend_price': 48.38, 'special_occasion_price': 52.78, 'portion_sizes': {'small': 30.79, 'regular': 43.98114578623499, 'large': 57.18}}","{'prep_time': 15, 'cook_time': 43, 'total_time': 56, 'difficulty_level': 'Medium', 'cooking_methods': ['steaming', 'braising'], 'equipment_needed': ['mixer', 'stovetop']}","{'contains': [], 'may_contain': ['shellfish', 'dairy'], 'preparation_notes': ['prepared in shared kitchen']}","{'suitable_for': ['dairy-free', 'gluten-free', 'kosher'], 'modifications_available': ['can be made vegetarian', 'can be made vegan'], 'nutritional_highlights': ['high fiber', 'rich in vitamins']}","{'available_seasons': ['spring', 'summer'], 'peak_season': 'fall', 'limited_time': False, 'seasonal_ingredients': []}","{'order_frequency': 0.36211454379571795, 'customer_rating': 3.6589433835573497, 'review_count': 399, 'trending_score': 0.8280224075947312, 'repeat_order_rate': 0.11582115748242318, 'social_media_mentions': 132}","{'ingredient_cost': 21.931989011633718, 'labor_cost': 4.240246082261981, 'overhead_cost': 1.3807420600897853, 'total_cost': 37.76436906684805, 'profit_margin': 0.29006601996536, 'cost_trends': {'ingredient_cost_trend': -0.0020663136697272044, 'labor_cost_trend': -0.006306417575616494, 'overhead_cost_trend': -0.021184976076890173}}","{'recommended_wines': ['Syrah', 'Merlot', 'Chardonnay'], 'pairing_notes': ['complements the rich flavors', 'contrasts with the sweetness'], 'alternative_beverages': []}","{'available_modifications': ['extra spicy'], 'substitution_options': ['protein substitution', 'vegetable substitution', 'sauce substitution'], 'customization_notes': ['can be made milder']}"
